instruction,output,code,correct_name,question_type,disease_id,wrong_name
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã V24 là bệnh Gãy xương của vòng ngực, phần không xác định.",Sai,V24,Lái xe mô tô bị thương khi va chạm với xe tải nặng hay xe buýt,incorrect_pairing,V24_0_no,"Gãy xương của vòng ngực, phần không xác định"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã I792 là bệnh Viêm khớp trẻ em trong các bệnh được xếp ở mục khác.",Sai,I792,Bệnh lý mạch máu ngoại biên trong bệnh phân loại nơi khác,incorrect_pairing,I792_0_no,Viêm khớp trẻ em trong các bệnh được xếp ở mục khác
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã R829 là bệnh Phát hiện bất thường không đặc hiệu khác trong nước tiểu.",Đúng,R829,Phát hiện bất thường không đặc hiệu khác trong nước tiểu,correct_pairing,R829_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Z988 là bệnh Các tình trạng hậu phẫu xác định khác.",Đúng,Z988,Các tình trạng hậu phẫu xác định khác,correct_pairing,Z988_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã P022 là bệnh Thai nhi và trẻ sơ sinh bị ảnh hưởng do các bất thường về hình thái và chức năng khác chưa xác định của bánh rau.",Đúng,P022,Thai nhi và trẻ sơ sinh bị ảnh hưởng do các bất thường về hình thái và chức năng khác chưa xác định của bánh rau,correct_pairing,P022_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã T440 là bệnh Ngộ độc Thuốc kháng cholinesterase.",Đúng,T440,Ngộ độc Thuốc kháng cholinesterase,correct_pairing,T440_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã D598 là bệnh Các thiếu máu tan máu mắc phải khác.",Đúng,D598,Các thiếu máu tan máu mắc phải khác,correct_pairing,D598_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã C918 là bệnh U tân sinh không chắc chắn hoặc không biết tính chất của Thể cảnh.",Sai,C918,Bệnh bạch cầu tế bào B trưởng thành loại Burkitt,incorrect_pairing,C918_0_no,U tân sinh không chắc chắn hoặc không biết tính chất của Thể cảnh
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã D890 là bệnh Biến chứng khác của phẩu thuật và thủ thuật sản khoa.",Sai,D890,Tăng gammaglobulin máu đa dòng,incorrect_pairing,D890_0_no,Biến chứng khác của phẩu thuật và thủ thuật sản khoa
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã S680 là bệnh Chấn thương cắt cụt ngón tay cái (toàn phần) (một phần).",Đúng,S680,Chấn thương cắt cụt ngón tay cái (toàn phần) (một phần),correct_pairing,S680_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã N170 là bệnh Suy thận cấp có hoại tử ống thận.",Đúng,N170,Suy thận cấp có hoại tử ống thận,correct_pairing,N170_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã A89 là bệnh Nhiễm virus không xác định của hệ thần kinh trung ương.",Đúng,A89,Nhiễm virus không xác định của hệ thần kinh trung ương,correct_pairing,A89_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã L111 là bệnh Bệnh da do tiêu lớp gai thoáng qua [Grover].",Đúng,L111,Bệnh da do tiêu lớp gai thoáng qua [Grover],correct_pairing,L111_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã M069 là bệnh Ngộ độc Thuốc giảm đau không opioid, hạ nhiệt và trị khớp chưa xác định.",Sai,M069,Viêm khớp dạng thấp không đặc hiệu,incorrect_pairing,M069_0_no,"Ngộ độc Thuốc giảm đau không opioid, hạ nhiệt và trị khớp chưa xác định"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã D480 là bệnh Viêm da tiếp xúc không đặc hiệu, do thực vật, trừ thực phẩm.",Sai,D480,"U tân sinh không xác định, không chắc chắn hoặc không biết rõ tính chất của xương và sụn khớp",incorrect_pairing,D480_0_no,"Viêm da tiếp xúc không đặc hiệu, do thực vật, trừ thực phẩm"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã B770 là bệnh Bệnh giun đũa với biến chứng đường ruột.",Đúng,B770,Bệnh giun đũa với biến chứng đường ruột,correct_pairing,B770_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã T338 là bệnh Tổn thương nông do cóng lạnh tại cổ chân và bàn chân.",Đúng,T338,Tổn thương nông do cóng lạnh tại cổ chân và bàn chân,correct_pairing,T338_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Y570 là bệnh Chửa ngoài tử cung khác.",Sai,Y570,Giảm ngon miệng (làm chán ăn),incorrect_pairing,Y570_0_no,Chửa ngoài tử cung khác
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q862 là bệnh Các thalassaemias khác.",Sai,Q862,Dị hình do warfarin,incorrect_pairing,Q862_0_no,Các thalassaemias khác
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã H169 là bệnh Viêm giác mạc, không đặc hiệu.",Đúng,H169,"Viêm giác mạc, không đặc hiệu",correct_pairing,H169_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã D293 là bệnh U lành của Mào tinh hoàn.",Đúng,D293,U lành của Mào tinh hoàn,correct_pairing,D293_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã C901 là bệnh Bệnh bạch cầu dạng tương bào.",Đúng,C901,Bệnh bạch cầu dạng tương bào,correct_pairing,C901_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã F813 là bệnh Viêm mũi, viêm mũi họng, viêm họng mãn tính.",Sai,F813,Rối loạn hỗn hợp các kỹ năng ở nhà trường,incorrect_pairing,F813_0_no,"Viêm mũi, viêm mũi họng, viêm họng mãn tính"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã A804 là bệnh Bệnh bại liệt cấp, không liệt.",Đúng,A804,"Bệnh bại liệt cấp, không liệt",correct_pairing,A804_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Z732 là bệnh Thiếu thư giãn và giải trí.",Đúng,Z732,Thiếu thư giãn và giải trí,correct_pairing,Z732_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã F186 là bệnh Căng thẳng.",Sai,F186,Rối loạn tâm thần và hành vi do sử dụng dung môi dễ bay hơi (Hội chứng quên),incorrect_pairing,F186_0_no,Căng thẳng
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã M0980 là bệnh Thực phẩm và nước đưa vào cơ thể không đủ do tự bỏ mặc (R63.6).",Sai,M0980,"Viêm khớp trẻ em trong các bệnh được xếp ở mục khác, Nhiều vị trí",incorrect_pairing,M0980_0_no,Thực phẩm và nước đưa vào cơ thể không đủ do tự bỏ mặc (R63.6)
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã D31 là bệnh Bệnh lý hạch lympho ngoại vi do lao.",Sai,D31,U lành của mắt và phần phụ,incorrect_pairing,D31_0_no,Bệnh lý hạch lympho ngoại vi do lao
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã L210 là bệnh Viêm da dầu ở đầu.",Đúng,L210,Viêm da dầu ở đầu,correct_pairing,L210_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã O322 là bệnh Chăm sóc bà mẹ vì ngôi ngang hay ngôi chếch.",Đúng,O322,Chăm sóc bà mẹ vì ngôi ngang hay ngôi chếch,correct_pairing,O322_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã R298 là bệnh Triệu chứng và dấu hiệu không xác định khác liên quan tới hệ thần kinh và cơ xương.",Đúng,R298,Triệu chứng và dấu hiệu không xác định khác liên quan tới hệ thần kinh và cơ xương,correct_pairing,R298_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Z458 là bệnh Sự có mặt mắt giả.",Sai,Z458,Điều chỉnh và quản lý các dụng cụ cấy ghép khác,incorrect_pairing,Z458_0_no,Sự có mặt mắt giả
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã V14 là bệnh Người đi xe đạp bị thương khi va chạm với xe tải hay xe buýt.",Đúng,V14,Người đi xe đạp bị thương khi va chạm với xe tải hay xe buýt,correct_pairing,V14_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Y459 là bệnh Viêm cơ trong bệnh sacoidosis D86.8.",Sai,Y459,"Thuốc giảm đau, hạ sốt và chống viêm không rõ đặc điểm",incorrect_pairing,Y459_0_no,Viêm cơ trong bệnh sacoidosis D86.8
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã F101 là bệnh Tổn thương dây thần kinh khoeo ngoài.",Sai,F101,Rối loạn tâm thần và hành vi do sử dụng rượu (Sử dụng gây hại),incorrect_pairing,F101_0_no,Tổn thương dây thần kinh khoeo ngoài
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q349 là bệnh Bất thường bẩm sinh bộ máy hô hấp không đặc hiệu.",Đúng,Q349,Bất thường bẩm sinh bộ máy hô hấp không đặc hiệu,correct_pairing,Q349_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã S217 là bệnh Bất thường nhiễm sắc thể, không đặc hiệu.",Sai,S217,Vết thương hở phức tạp của thành ngực,incorrect_pairing,S217_0_no,"Bất thường nhiễm sắc thể, không đặc hiệu"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã B206 là bệnh Sốt rét do plasmodia ở khỉ.",Sai,B206,Bệnh HIV dẫn đến viêm phổi do Pneumocystis jirovecii,incorrect_pairing,B206_0_no,Sốt rét do plasmodia ở khỉ
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã T360 là bệnh Ngộ độc kháng sinh Penicillin.",Đúng,T360,Ngộ độc kháng sinh Penicillin,correct_pairing,T360_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã O322 là bệnh Điếc dẫn truyền không đặc hiệu.",Sai,O322,Chăm sóc bà mẹ vì ngôi ngang hay ngôi chếch,incorrect_pairing,O322_0_no,Điếc dẫn truyền không đặc hiệu
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã F000 là bệnh Sa sút trí tuệ trong bệnh Alzheimer khởi phát sớm (G30.0†).",Đúng,F000,Sa sút trí tuệ trong bệnh Alzheimer khởi phát sớm (G30.0†),correct_pairing,F000_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã M244 là bệnh Nhiễm nấm lobo.",Sai,M244,Trật và bán trật khớp tái phát của khớp,incorrect_pairing,M244_0_no,Nhiễm nấm lobo
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q019 là bệnh Áp xe da, nhọt và cụm nhọt ở mặt.",Sai,Q019,Thoát vị não không đặc hiệu,incorrect_pairing,Q019_0_no,"Áp xe da, nhọt và cụm nhọt ở mặt"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã G811 là bệnh thoái hóa khớp kiểu bào mòn.",Sai,G811,Liệt cứng nửa người,incorrect_pairing,G811_0_no,thoái hóa khớp kiểu bào mòn
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã I269 là bệnh Thuyên tắc phổi không có tâm phế cấp.",Đúng,I269,Thuyên tắc phổi không có tâm phế cấp,correct_pairing,I269_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã L258 là bệnh Viêm da tiếp xúc không đặc hiệu, do tác nhân khác.",Đúng,L258,"Viêm da tiếp xúc không đặc hiệu, do tác nhân khác",correct_pairing,L258_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q441 là bệnh Tổn thương cơ trong và gân tại tầm cổ chân và bàn chân.",Sai,Q441,Các dị tật bẩm sinh khác của túi mật,incorrect_pairing,Q441_0_no,Tổn thương cơ trong và gân tại tầm cổ chân và bàn chân
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã O363 là bệnh Chăm sóc bà mẹ vì dấu hiệu thiếu oxy thai.",Đúng,O363,Chăm sóc bà mẹ vì dấu hiệu thiếu oxy thai,correct_pairing,O363_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã H31 là bệnh Bệnh khác của hắc mạc.",Đúng,H31,Bệnh khác của hắc mạc,correct_pairing,H31_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q224 là bệnh Hẹp van ba lá bẩm sinh.",Đúng,Q224,Hẹp van ba lá bẩm sinh,correct_pairing,Q224_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã B018 là bệnh Thủy đậu với biến chứng khác.",Đúng,B018,Thủy đậu với biến chứng khác,correct_pairing,B018_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã L84 là bệnh Hội chứng tăng immunoglobulin E [IgE].",Sai,L84,Mắt cá và chai chân,incorrect_pairing,L84_0_no,Hội chứng tăng immunoglobulin E [IgE]
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã P150 là bệnh Rối loạn chức năng gan trong bệnh phân loại nơi khác.",Sai,P150,Chấn thương gan khi sinh,incorrect_pairing,P150_0_no,Rối loạn chức năng gan trong bệnh phân loại nơi khác
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Y624 là bệnh Viêm khớp trẻ em trong các bệnh được xếp ở mục khác, cánh tay.",Sai,Y624,Trong khám nội soi,incorrect_pairing,Y624_0_no,"Viêm khớp trẻ em trong các bệnh được xếp ở mục khác, cánh tay"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã T518 là bệnh Bệnh do thoái hóa và do mạch máu của tai.",Sai,T518,Nhiễm độc Cồn khác,incorrect_pairing,T518_0_no,Bệnh do thoái hóa và do mạch máu của tai
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã M368 là bệnh Tổn thương hệ thống mô liên kết trong các bệnh đã được xếp loại ở mục khác.",Đúng,M368,Tổn thương hệ thống mô liên kết trong các bệnh đã được xếp loại ở mục khác,correct_pairing,M368_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã N301 là bệnh Dãn tĩnh mạch chậu.",Sai,N301,Viêm bàng quang kẽ (mạn),incorrect_pairing,N301_0_no,Dãn tĩnh mạch chậu
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã G230 là bệnh Viêm bao gân mỏm trâm quay [de Quervain].",Sai,G230,Bệnh Hallervorden-Spatz,incorrect_pairing,G230_0_no,Viêm bao gân mỏm trâm quay [de Quervain]
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã T41 là bệnh Sinh đôi, sống cả hai trẻ.",Sai,T41,Nhiễm độc do gây tê và khí trị liệu,incorrect_pairing,T41_0_no,"Sinh đôi, sống cả hai trẻ"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã S09 là bệnh Đa vết thương hở ở cẳng tay.",Sai,S09,Tổn thương khác và không đặc hiệu của đầu,incorrect_pairing,S09_0_no,Đa vết thương hở ở cẳng tay
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã N075 là bệnh Viêm tai giữa xuất tiết cấp và bán cấp viêm tai giữa thanh dịch cấp.",Sai,N075,"Bệnh thận di truyền, chưa được phân loại nơi khác, Viêm cầu thận gian mạch mao mạch lan tỏa",incorrect_pairing,N075_0_no,Viêm tai giữa xuất tiết cấp và bán cấp viêm tai giữa thanh dịch cấp
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã C443 là bệnh Các bệnh khớp không đặc hiệu.",Sai,C443,U da ác tính của phần khác và không xác định vị trí của mặt,incorrect_pairing,C443_0_no,Các bệnh khớp không đặc hiệu
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã D300 là bệnh Dạng khác của nhiễm virus Herpes.",Sai,D300,U lành của Thận,incorrect_pairing,D300_0_no,Dạng khác của nhiễm virus Herpes
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Z616 là bệnh U ác của mô liên kết và mô mềm của bụng.",Sai,Z616,Những vấn đề được xem là lạm dụng thân thể trẻ em,incorrect_pairing,Z616_0_no,U ác của mô liên kết và mô mềm của bụng
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q685 là bệnh Bệnh khớp vảy nến có tổn thương khớp ngón xa (L40.5†), vùng bả vai.",Sai,Q685,"Cong bẩm sinh các xương dài của chân, không đặc hiệu",incorrect_pairing,Q685_0_no,"Bệnh khớp vảy nến có tổn thương khớp ngón xa (L40.5†), vùng bả vai"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Z098 là bệnh Ăn mòn tại mi mắt và vùng quanh nhãn cầu.",Sai,Z098,Khám theo dõi sau điều trị khác của các trạng thái khác,incorrect_pairing,Z098_0_no,Ăn mòn tại mi mắt và vùng quanh nhãn cầu
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã S1271 là bệnh Gãy nhiều chỗ của đốt sống cổ, gãy hở.",Đúng,S1271,"Gãy nhiều chỗ của đốt sống cổ, gãy hở",correct_pairing,S1271_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Z857 là bệnh Bệnh tăng sinh miễn dịch ác tính.",Sai,Z857,"Tiền sử cá nhân có u ác tính hệ lympho, cơ quan tạo máu và tổ chức tạo máu",incorrect_pairing,Z857_0_no,Bệnh tăng sinh miễn dịch ác tính
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã C16 là bệnh U ác của dạ dày.",Đúng,C16,U ác của dạ dày,correct_pairing,C16_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã P719 là bệnh Viêm khớp và da nhiễm mỡ (E78.8†), vị trí không xác định.",Sai,P719,Các rối loạn tạm thời không chỉ rõ của chuyển hóa calci và magnesi ở trẻ sơ sinh,incorrect_pairing,P719_0_no,"Viêm khớp và da nhiễm mỡ (E78.8†), vị trí không xác định"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã D301 là bệnh U lành của Bồn thận.",Đúng,D301,U lành của Bồn thận,correct_pairing,D301_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã N60 là bệnh Dưỡng sức sau hóa trị liệu.",Sai,N60,Loạn sản vú lành tính,incorrect_pairing,N60_0_no,Dưỡng sức sau hóa trị liệu
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã O655 là bệnh Nhiễm cryptococcus ở phổi.",Sai,O655,Chuyển dạ đình trệ do bất thường các tạng trong tiểu khung của mẹ,incorrect_pairing,O655_0_no,Nhiễm cryptococcus ở phổi
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q221 là bệnh Hẹp van động mạch phổi bẩm sinh.",Đúng,Q221,Hẹp van động mạch phổi bẩm sinh,correct_pairing,Q221_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã N065 là bệnh Teo tinh hoàn.",Sai,N065,"Protein niệu đơn độc với tổn thương hình thái đặc hiệu, Viêm cầu thận gian mạch mao mạch lan tỏa",incorrect_pairing,N065_0_no,Teo tinh hoàn
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã T864 là bệnh Thất bại và thải bỏ các ghép phủ tạng và tổ chức khác.",Đúng,T864,Thất bại và thải bỏ các ghép phủ tạng và tổ chức khác,correct_pairing,T864_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã M0738 là bệnh Bệnh viêm khớp vảy nến khác (L40.5†), vị trí khác.",Đúng,M0738,"Bệnh viêm khớp vảy nến khác (L40.5†), vị trí khác",correct_pairing,M0738_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã L82 là bệnh Liệt một chi, không đặc hiệu.",Sai,L82,Dày sừng da dầu,incorrect_pairing,L82_0_no,"Liệt một chi, không đặc hiệu"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã P95 là bệnh Tác động của khát.",Sai,P95,Thai chết vì nguyên nhân không được định rõ,incorrect_pairing,P95_0_no,Tác động của khát
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã S211 là bệnh Chuyển dạ giả.",Sai,S211,Vết thương hở của thành trước ngực,incorrect_pairing,S211_0_no,Chuyển dạ giả
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã K430 là bệnh Liệt nhiều dây thần kinh sọ trong u (C00-D48†).",Sai,K430,"Thoát vị qua đường mổ có tắc nghẽn, không hoại thư",incorrect_pairing,K430_0_no,Liệt nhiều dây thần kinh sọ trong u (C00-D48†)
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã V865 là bệnh Lái xe của xe địa hình hay xe máy địa hình bị thương không phải do tai nạn giao thông.",Đúng,V865,Lái xe của xe địa hình hay xe máy địa hình bị thương không phải do tai nạn giao thông,correct_pairing,V865_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã C51 là bệnh U ác âm hộ.",Đúng,C51,U ác âm hộ,correct_pairing,C51_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã P288 là bệnh Lắng đọng Calci ở da.",Sai,P288,Các bệnh lý hô hấp xác định rõ khác của trẻ sơ sinh,incorrect_pairing,P288_0_no,Lắng đọng Calci ở da
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã M615 là bệnh Bệnh tim khác trong bệnh nhiễm trùng phân loại nơi khác.",Sai,M615,Các dạng cốt hóa cơ khác,incorrect_pairing,M615_0_no,Bệnh tim khác trong bệnh nhiễm trùng phân loại nơi khác
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q111 là bệnh Bệnh uốn ván khác.",Sai,Q111,Các tật không có mắt khác,incorrect_pairing,Q111_0_no,Bệnh uốn ván khác
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã G412 là bệnh Thở rít.",Sai,G412,Trạng thái động kinh cục bộ phức tạp,incorrect_pairing,G412_0_no,Thở rít
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã B354 là bệnh Bệnh nấm da thân.",Đúng,B354,Bệnh nấm da thân,correct_pairing,B354_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q269 là bệnh Dị tật bẩm sinh của các tĩnh mạch lớn, không đặc hiệu.",Đúng,Q269,"Dị tật bẩm sinh của các tĩnh mạch lớn, không đặc hiệu",correct_pairing,Q269_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã D293 là bệnh Sốt do O nyong-nyong.",Sai,D293,U lành của Mào tinh hoàn,incorrect_pairing,D293_0_no,Sốt do O nyong-nyong
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã M872 là bệnh Hoại tử xương do chấn thương từ trước.",Đúng,M872,Hoại tử xương do chấn thương từ trước,correct_pairing,M872_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã E000 là bệnh Hội chứng thiếu iod bẩm sinh, thể thần kinh.",Đúng,E000,"Hội chứng thiếu iod bẩm sinh, thể thần kinh",correct_pairing,E000_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã I773 là bệnh Ngộ độc Thuốc chống động kinh an thần gây ngủ khác.",Sai,I773,Loạn sản chun xơ cơ của động mạch,incorrect_pairing,I773_0_no,Ngộ độc Thuốc chống động kinh an thần gây ngủ khác
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Z245 là bệnh Chảy máu nội sọ (không chấn thương) không được định rõ của thai nhi và trẻ sơ sinh.",Sai,Z245,Tiêm chủng phòng rubêôn đơn độc,incorrect_pairing,Z245_0_no,Chảy máu nội sọ (không chấn thương) không được định rõ của thai nhi và trẻ sơ sinh
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã W59 là bệnh Viêm vú không thành mủ phối hợp với đẻ.",Sai,W59,Bị loài bò sát khác cắn hay kẹp,incorrect_pairing,W59_0_no,Viêm vú không thành mủ phối hợp với đẻ
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã D371 là bệnh U tân sinh chưa rõ tính chất của dạ dày.",Đúng,D371,U tân sinh chưa rõ tính chất của dạ dày,correct_pairing,D371_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã R23 là bệnh Chửa ngoài tử cung.",Sai,R23,Các thay đổi khác của da,incorrect_pairing,R23_0_no,Chửa ngoài tử cung
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã O692 là bệnh Chuyển dạ và đẻ có vướng mắc khác của dây rốn với chèn ép.",Đúng,O692,Chuyển dạ và đẻ có vướng mắc khác của dây rốn với chèn ép,correct_pairing,O692_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã O296 là bệnh Bệnh khác do chlamydia lây truyền qua đường tình dục.",Sai,O296,Không đặt được hay khó đặt nội khí quản trong khi có thai,incorrect_pairing,O296_0_no,Bệnh khác do chlamydia lây truyền qua đường tình dục
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã E30 là bệnh Rối loạn lúc dậy thì, không phân loại ở phần khác.",Đúng,E30,"Rối loạn lúc dậy thì, không phân loại ở phần khác",correct_pairing,E30_0_yes,
