sample_id,question,expected_answer,predicted_answer,raw_response,is_correct,score,status
340,"Mệt mỏi kéo dài, khó thở và cảm giác tức ngực là những triệu chứng cảnh báo có thể gợi ý bệnh tim mạch.",Đúng,Đúng,Đúng,True,1.0,✅
341,"Các mảng xơ vữa động mạch chỉ bao gồm cholesterol, không liên quan đến tình trạng viêm.",Sai,Sai,Sai,True,1.0,✅
342,Các thuốc được chọn lựa đầu tiên để điều trị tăng huyết áp ở người đái tháo đường là nhóm chẹn kênh calci.,Sai,Sai,Sai,True,1.0,✅
343,Nhiễm trùng đường tiết niệu (NTTNDT) không được điều trị dứt điểm có thể gây ra biến chứng như áp xe quanh thận và nhiễm trùng huyết.,Đúng,Đúng,Đúng,True,1.0,✅
344,Tăng đường huyết mạn tính thúc đẩy quá trình xơ vữa động mạch và làm tăng nguy cơ mắc bệnh tim mạch.,Đúng,Sai,Sai,False,0.0,❌
345,"Tiêu chảy do tả thường khởi phát rất nhanh trong vòng 24 giờ với tiêu chảy dữ dội, không kèm sốt hoặc mót rặn.",Đúng,Sai,Sai,False,0.0,❌
346,"Trong bệnh chốc loét, bệnh nhân có thể có các triệu chứng toàn thân như sốt cao liên tục và hội chứng nhiễm trùng nhiễm độc.",Đúng,Đúng,Đúng,True,1.0,✅
347,"Mệt mỏi kéo dài, kiệt sức dù không làm việc quá sức không phải là biểu hiện của bệnh tim mạch.",Sai,Sai,Sai,True,1.0,✅
348,"Trong viêm loét dạ dày cấp tính, nếu được phát hiện và điều trị đúng cách, bệnh có thể hoàn toàn chữa khỏi.",Đúng,Đúng,Đúng,True,1.0,✅
349,Phụ nữ mang thai mắc ĐTĐ cần thực hiện xét nghiệm cần thiết vì lượng đường trong máu cao có thể gây ra các vấn đề sức khỏe nghiêm trọng cho cả mẹ và thai nhi.,Đúng,Đúng,Đúng,True,1.0,✅
350,Rối loạn đau buồn kéo dài khác với trầm cảm ở chỗ nỗi buồn liên quan đến mất mát cụ thể hơn là cảm giác thất bại chung chung.,Đúng,Đúng,Đúng,True,1.0,✅
351,Bệnh hen suyễn không bao giờ xảy ra ở người trên 40 tuổi.,Sai,Sai,Sai,True,1.0,✅
352,Khối u được mô tả là “di căn từ” (metastatic from) một vị trí cụ thể thì vị trí đó phải được coi là khối u thứ phát.,Sai,Sai,Sai,True,1.0,✅
353,Thoái hóa khớp gối thường xảy ra ở người trẻ tuổi.,Sai,Sai,Sai,True,1.0,✅
354,"Ngộ độc chì có thể gây ra rối loạn tiêu hóa như đau bụng, tiêu chảy.",Đúng,Sai,Sai,False,0.0,❌
355,Viêm khớp dạng thấp thường ảnh hưởng đến các khớp nhỏ một cách đối xứng.,Đúng,Sai,Sai,False,0.0,❌
356,"Nếu một bệnh nhân có nhiều bệnh cùng nguyên nhân khiến người bệnh vào viện, bệnh ghi đầu tiên luôn là bệnh chính.",Sai,Sai,Sai,True,1.0,✅
357,Lỗ niệu đạo lệch thấp (lỗ tiểu lệch thấp) là một dị tật bẩm sinh thường gặp ở bé trai.,Đúng,Sai,Sai,False,0.0,❌
358,"Rối loạn phát âm rõ ràng chỉ xảy ra do tổn thương não hoặc dây thần kinh, không bao giờ do quá trình phát triển ngôn ngữ chậm.",Sai,Sai,Sai,True,1.0,✅
359,Nghe kém sau ốc tai là tình trạng không thể được can thiệp cấy điện cực ốc tai.,Sai,Sai,Sai,True,1.0,✅
360,Chụp niệu đồ tĩnh mạch (IVP) là một xét nghiệm hình ảnh tiêu chuẩn để chẩn đoán bệnh lao thận.,Đúng,Sai,Sai,False,0.0,❌
361,Tình trạng bị đái tháo đường có thể là yếu tố tiên lượng nặng cho bệnh nhân mắc SARS.,Đúng,Đúng,Đúng,True,1.0,✅
362,Rung nhĩ (I48) là một trong những rối loạn nhịp tim cấp tính được phân loại trong Chương Bệnh hệ tuần hoàn.,Đúng,Đúng,Đúng,True,1.0,✅
363,"Bệnh dịch hạch thể nhiễm khuẩn huyết thường gặp ở người lớn tuổi, kèm theo các triệu chứng tiêu hóa như nôn, buồn nôn, đau bụng.",Đúng,Đúng,Đúng,True,1.0,✅
364,"Viêm khớp dạng thấp thường ảnh hưởng đến các khớp nhỏ một cách đối xứng, đặc trưng bởi cứng khớp buổi sáng kéo dài hơn 30 phút.",Đúng,Đúng,Đúng,True,1.0,✅
365,Các trường hợp ung thư biểu mô tuyến giáp thể nhú có thể được tìm thấy một cách tình cờ qua tổ chức tuyến giáp được lấy từ người bệnh bướu giáp đa nhân.,Đúng,Đúng,Đúng,True,1.0,✅
366,"Viêm xương chũm cấp tính có triệu chứng đau sâu trong tai, đau theo nhịp mạch đập, lan ra vùng chũm và thái dương.",Đúng,Đúng,Đúng,True,1.0,✅
367,Bệnh mô liên kết hỗn hợp (MCTD) là một bệnh tự miễn đặc trưng bởi sự giao thoa giữa các đặc điểm lâm sàng của nhiều bệnh tự miễn khác.,Đúng,Sai,Sai,False,0.0,❌
368,Đau xương và đau đầu hoặc rối loạn thần kinh là các dấu hiệu gợi ý di căn xa của ung thư phổi.,Đúng,Đúng,Đúng,True,1.0,✅
369,"Để chẩn đoán viêm da tiếp xúc dị ứng, Thử nghiệm áp da (Patch Test) chỉ phát hiện được khoảng 10% số chất gây dị ứng liên quan đến lâm sàng.",Sai,Đúng,Đúng,False,0.0,❌
370,"Đơn vị chức năng của phổi chỉ bao gồm các phân đoạn phế quản phổi, không bao gồm tiểu phế quản hô hấp.",Sai,Sai,Sai,True,1.0,✅
371,Bệnh chàm tổ đỉa là một bệnh truyền nhiễm lây lan qua tiếp xúc da thông thường.,Sai,Sai,Sai,True,1.0,✅
372,"Ở giai đoạn tiến triển, đau tức ngực do ung thư phổi có thể lan ra vai hoặc sau lưng, dễ nhầm lẫn với thoái hóa cột sống.",Đúng,Đúng,Đúng,True,1.0,✅
373,"Đau sâu trong tai, đau theo nhịp mạch đập, lan ra vùng chũm và thái dương là triệu chứng chính của viêm xương chũm cấp tính.",Đúng,Đúng,Đúng,True,1.0,✅
374,"Viêm màng não mủ là nguyên nhân phổ biến nhất gây nghe kém mắc phải ở trẻ em, thường là loại nghe kém tiếp nhận.",Đúng,Đúng,Đúng,True,1.0,✅
375,"Tiêu chuẩn chẩn đoán viêm khớp dạng thấp chỉ dựa trên triệu chứng tại khớp, không cần các xét nghiệm huyết thanh.",Sai,Sai,Sai,True,1.0,✅
376,"Trong bệnh lỵ trực khuẩn, đi ngoài phân thường loãng như nước vo gạo và không bao giờ có nhầy máu.",Sai,Sai,Sai,True,1.0,✅
377,"Viêm thận bể thận thường liên quan đến sốt cao, vỗ hông lưng dương tính và tiểu mủ đại thể với trụ bạch cầu.",Đúng,Đúng,Đúng,True,1.0,✅
378,Viêm đường hô hấp dưới thường không gây sốt cao trên 38°C.,Sai,Sai,Sai,True,1.0,✅
379,Tổn thương mắt không bao giờ là triệu chứng ngoài khớp ở bệnh nhân viêm khớp dạng thấp.,Sai,Sai,Sai,True,1.0,✅
380,Viêm màng não mủ do vi khuẩn hiếm khi là nguyên nhân gây ra nghe kém ở trẻ em.,Sai,Sai,Sai,True,1.0,✅
381,"Hầu hết các bệnh lý của tai và xương chũm đều là bẩm sinh, không phải mắc phải.",Sai,Sai,Sai,True,1.0,✅
382,"Trong viêm màng não mủ, nếu có hình ảnh xơ hóa và vôi hóa ốc tai trên chẩn đoán hình ảnh thì không cần can thiệp cấy điện cực ốc tai.",Sai,Sai,Sai,True,1.0,✅
383,Việc sử dụng thuốc tránh thai đường uống bị chống chỉ định đối với trẻ nữ mắc ĐTĐ tuýp 2.,Sai,Đúng,Đúng,False,0.0,❌
384,Viêm mê nhĩ do nhiễm trùng không dẫn đến xơ hóa và vôi hóa ốc tai.,Sai,Sai,Sai,True,1.0,✅
385,Bệnh Đa xơ cứng (MS) là nguyên nhân hàng đầu gây tàn tật mạn tính không do chấn thương ở người trẻ tuổi.,Đúng,Sai,Sai,False,0.0,❌
386,"Khi một người mô tả cảm giác buồn bã sau cái chết của người thân, thuật ngữ chuẩn xác nhất là ""trầm cảm"".",Sai,Đúng,Đúng,False,0.0,❌
387,Ngộ độc thủy ngân có thể gây ra khó nghe và khó nói.,Đúng,Đúng,Đúng,True,1.0,✅
388,Viêm dạ dày do rượu là một mã bệnh được phân loại trong chương này.,Đúng,Sai,Sai,False,0.0,❌
389,Bệnh võng mạc do ĐTĐ là biến chứng mạch máu lớn (macrovascular) phổ biến nhất của bệnh ĐTĐ.,Sai,Đúng,Đúng,False,0.0,❌
390,"Suy giảm miễn dịch nguyên phát là tình trạng hệ thống miễn dịch của trẻ hoạt động quá mức, gây ra các bệnh dị ứng.",Sai,Sai,Sai,True,1.0,✅
391,"Thoái hóa khớp cùng chậu có thể gây đau lưng, hông, cảm giác tê bì chân.",Đúng,Đúng,Đúng,True,1.0,✅
392,Dị tật bẩm sinh bao gồm các bất thường về cấu trúc hoặc chức năng có từ khi sinh ra.,Đúng,Đúng,Đúng,True,1.0,✅
393,Viêm tuyến mang tai do quai bị rất hiếm khi kèm theo viêm tinh hoàn ở tuổi dậy thì.,Sai,Sai,Sai,True,1.0,✅
394,Viêm da cơ địa ở trẻ em dưới 2 tuổi thường nặng hơn vào mùa hè và thời tiết ẩm ướt.,Sai,Đúng,Đúng,False,0.0,❌
395,Tổn thương dây thần kinh ngoại biên luôn cải thiện theo thời gian và không bao giờ tiến triển suốt đời.,Sai,Sai,Sai,True,1.0,✅
396,"Khái niệm ""trầm cảm"" thường được sử dụng để miêu tả tình trạng giảm khí sắc do những mất mát như cái chết của người thân.",Sai,Sai,Sai,True,1.0,✅
397,Khó tiêu (Dyspepsia) không được phân loại là một rối loạn chức năng tiêu hóa.,Sai,Đúng,Đúng,False,0.0,❌
398,Phì đại tuyến tiền liệt thường tăng lên ở nam giới trên 50 tuổi.,Đúng,Đúng,Đúng,True,1.0,✅
399,"Bệnh uốn ván toàn thân khởi phát với triệu chứng mỏi quai hàm, nhai khó, nuốt khó, dần dần dẫn đến cứng hàm.",Đúng,Đúng,Đúng,True,1.0,✅
400,Rối loạn ám ảnh lo âu sợ hãi ở trẻ em là một ví dụ về rối loạn cảm xúc với sự khởi phát đặc biệt ở trẻ em.,Đúng,Đúng,Đúng,True,1.0,✅
401,Đái tháo đường tuýp 1 là một rối loạn tự miễn trong đó tế bào T phá hủy tế bào beta tuyến tụy.,Đúng,Sai,Sai,False,0.0,❌
402,Thoái hóa điểm vàng tuổi già (AMD) không phải là nguyên nhân phổ biến gây xuất huyết thủy tinh thể.,Sai,Sai,Sai,True,1.0,✅
403,Việc đo huyết áp mỗi lần khám bệnh và theo dõi tại nhà là cần thiết cho người bệnh ĐTĐ và bệnh thận mạn tính.,Đúng,Đúng,Đúng,True,1.0,✅
404,"Sau viêm màng não mủ, nghe kém thường là mức độ nhẹ và luôn tự phục hồi.",Sai,Sai,Sai,True,1.0,✅
405,"Thoái hóa khớp cùng chậu có thể gây đau thắt lưng, hông và cảm giác tê bì chân.",Đúng,Đúng,Đúng,True,1.0,✅
406,"Bệnh giãn phế nang (Emphysema) là một thể của COPD, do tăng tiết chất nhầy quá mức làm tắc nghẽn đường thở.",Sai,Đúng,Đúng,False,0.0,❌
407,"Viêm xương chũm cấp tính thường chỉ xảy ra ở người lớn tuổi, không phải là bệnh lý thường gặp ở trẻ em.",Sai,Sai,Sai,True,1.0,✅
408,Bướu giáp đơn thuần thường được định nghĩa là tình trạng tuyến giáp lớn kèm theo suy giáp hoặc cường giáp.,Sai,Đúng,Đúng,False,0.0,❌
409,"Triệu chứng buồn nôn và khó tiêu luôn là dấu hiệu của bệnh dạ dày, không bao giờ là biểu hiện của cơn đau tim thầm lặng.",Sai,Sai,Sai,True,1.0,✅
410,"Các rối loạn chuyển hóa như béo phì, kháng insulin và tăng mỡ máu có thể dẫn đến bệnh gan nhiễm mỡ không do rượu (NAFLD).",Đúng,Đúng,Đúng,True,1.0,✅
411,Việc tầm soát ung thư đại trực tràng định kỳ bằng xét nghiệm máu ẩn trong phân giúp phát hiện sớm các dấu hiệu bất thường.,Đúng,Đúng,Đúng,True,1.0,✅
412,Bệnh viêm phế quản mạn tính (một dạng của COPD) đặc trưng bởi sự sản xuất quá mức chất nhầy (excess mucus production).,Đúng,Sai,Sai,False,0.0,❌
413,Sinh thiết cơ tim là một trong các phương pháp chẩn đoán suy tim.,Đúng,Đúng,Đúng,True,1.0,✅
414,Ngộ độc kim loại nặng cấp tính thường chỉ gây tổn thương khu trú và không gây tổn thương thận hoặc gan.,Sai,Sai,Sai,True,1.0,✅
415,"Cả đái tháo đường (ĐTĐ) tuýp 1 và tuýp 2 đều là yếu tố nguy cơ độc lập và mạnh đối với bệnh mạch vành, tai biến mạch máu não và mù lòa.",Đúng,Đúng,Đúng,True,1.0,✅
416,"Trong xuất huyết giảm tiểu cầu miễn dịch cấp tính, người bệnh không bao giờ có nguy cơ xuất huyết nội sọ.",Sai,Sai,Sai,True,1.0,✅
417,"Mặc dù là bệnh lý hô hấp, tiêu chảy ra nước là một biểu hiện ngoài phổi nổi bật thường gặp trong bệnh SARS.",Đúng,Sai,Sai,False,0.0,❌
418,Tình trạng rối loạn mỡ máu ở bệnh nhân ĐTĐ thường do giảm sản xuất VLDL1.,Sai,Sai,Sai,True,1.0,✅
419,"Bắt đầu từ độ tuổi 30, cột sống bắt đầu bị thoái hóa.",Đúng,Sai,Sai,False,0.0,❌
420,Xơ vữa động mạch có thể gây đột tử mà không có các cơn đau thắt ngực ổn định trước đó.,Đúng,Đúng,Đúng,True,1.0,✅
421,"Bệnh mô liên kết hỗn hợp (MCTD) được xác định bằng một bộ triệu chứng lâm sàng duy nhất, dễ phân biệt và không giao thoa với các bệnh tự miễn khác.",Sai,Sai,Sai,True,1.0,✅
422,Cao huyết áp sau sinh được xác định là mạn tính nếu huyết áp của sản phụ vẫn không trở lại bình thường sau 12 tuần.,Đúng,Đúng,Đúng,True,1.0,✅
423,"Viêm khớp dạng thấp có thể ảnh hưởng đến các cơ quan ngoài khớp như phổi, tim, thận và mạch máu.",Đúng,Đúng,Đúng,True,1.0,✅
424,Khối u tân sinh được phân loại là in situ là khối u ác tính nhưng vẫn hoàn toàn giới hạn trong mô khởi phát.,Đúng,Sai,Sai,False,0.0,❌
425,"Đau xương, đau đầu và sụt cân là những dấu hiệu muộn của ung thư phổi giai đoạn tiến triển, thường liên quan đến di căn.",Đúng,Đúng,Đúng,True,1.0,✅
426,"Viêm phế quản mạn tính (Hen suyễn) có thể được kích hoạt bởi các chất gây dị ứng thông thường như phấn hoa, khói thuốc.",Đúng,Đúng,Đúng,True,1.0,✅
427,Bệnh viêm khớp dạng thấp giai đoạn muộn chỉ có tổn thương tại khớp.,Sai,Sai,Sai,True,1.0,✅
428,Loạn khí sắc là một loại rối loạn cảm xúc lưỡng cực.,Sai,Sai,Sai,True,1.0,✅
429,Viêm xương chũm cấp tính ở trẻ em có thể kèm theo các phản ứng màng não như mê sảng hoặc co giật.,Đúng,Đúng,Đúng,True,1.0,✅
430,Tiêu thụ nước ép hoa quả được khuyến nghị thay vì hoa quả tươi để điều trị béo phì ở trẻ em.,Sai,Đúng,Đúng,False,0.0,❌
431,"Trong chốc loét, bệnh nhân không bao giờ có các triệu chứng toàn thân như sốt cao liên tục.",Sai,Sai,Sai,True,1.0,✅
432,"Liệt nửa người do tai biến mạch máu não (I64) phải được mã hóa là G81.9 (Liệt nửa người, không xác định) làm mã bệnh chính.",Sai,Đúng,Đúng,False,0.0,❌
433,Viêm loét dạ dày cấp tính nếu được phát hiện và điều trị đúng cách có thể hoàn toàn chữa khỏi.,Đúng,Đúng,Đúng,True,1.0,✅
434,"Tổn thương dây thần kinh ngoại biên gây mất cảm giác ở tay chân, biểu hiện là không cảm nhận được nóng lạnh hoặc vật sắc nhọn.",Đúng,Sai,Sai,False,0.0,❌
435,"Ở bệnh nhân đái tháo đường không kiểm soát tốt, biến chứng nặng của bệnh thần kinh ngoại biên là loét bàn chân và có thể phải cắt cụt chi.",Đúng,Đúng,Đúng,True,1.0,✅
436,Hội chứng chuyển hóa có tỷ lệ mắc không tăng theo độ tuổi của dân số.,Sai,Sai,Sai,True,1.0,✅
437,"Để giảm trào ngược dạ dày thực quản khi ngủ, nên nâng cao đầu giường từ 15–23 cm.",Đúng,Đúng,Đúng,True,1.0,✅
438,"Viêm màng ngoài tim, viêm van tim và viêm cơ tim là các tổn thương tim mạch không liên quan đến viêm khớp dạng thấp.",Sai,Sai,Sai,True,1.0,✅
439,"Bệnh lây nhiễm không liên quan gì đến các bệnh lý mạn tính như tiểu đường, và không cần xem xét các bệnh đi kèm khi điều trị.",Sai,Sai,Sai,True,1.0,✅
440,Bướu giáp đơn thuần được định nghĩa là tình trạng tuyến giáp lớn mà không kèm theo tình trạng suy giáp hoặc cường giáp.,Đúng,Sai,Sai,False,0.0,❌
441,Sản dịch là dịch tử cung và đường sinh dục chảy ra ngoài trong những ngày đầu tiên của thời kỳ hậu sản.,Đúng,Đúng,Đúng,True,1.0,✅
442,"Ngộ độc thạch tín gây ra tổn thương dây thần kinh thính giác, dẫn đến khó nghe và mất thính lực.",Sai,Đúng,Đúng,False,0.0,❌
443,"Rối loạn tâm thần và hành vi có thể làm phức tạp quá trình mang thai, sinh đẻ và hậu sản.",Đúng,Đúng,Đúng,True,1.0,✅
444,"Trong giai đoạn rối loạn trầm cảm, các triệu chứng rối loạn thực vật (mất ngủ, rối loạn ăn uống) thường đáp ứng với điều trị sớm hơn khí sắc.",Đúng,Sai,Sai,False,0.0,❌
445,"Trong chẩn đoán suy dinh dưỡng ở người bệnh hôn mê hoặc cụt chi, không thể tiến hành đo chiều dài đầu gối hoặc sải tay.",Sai,Đúng,Đúng,False,0.0,❌
446,"Ho ra máu là triệu chứng quan trọng của bệnh lao, thể hiện có tổn thương và chảy máu trong đường hô hấp, gặp ở khoảng 60% người bệnh.",Đúng,Đúng,Đúng,True,1.0,✅
447,"Trong viêm phế quản cấp tính, đờm màu vàng-mủ thường xuất hiện ngay từ đầu.",Sai,Đúng,Đúng,False,0.0,❌
448,"Mục tiêu điều trị ung thư ở giai đoạn không thể chữa khỏi là thu nhỏ khối u, làm chậm sự phát triển và điều trị triệu chứng để kéo dài thời gian sống.",Đúng,Đúng,Đúng,True,1.0,✅
449,Tiêm vắc xin phòng cúm và phòng viêm phổi do phế cầu khuẩn một năm một lần là biện pháp phòng ngừa bệnh bụi phổi silic.,Đúng,Đúng,Đúng,True,1.0,✅
450,Viêm phổi (J10-J18) và Hen suyễn (J45) là các bệnh lý hô hấp được mã hóa trong Chương X.,Đúng,Sai,Sai,False,0.0,❌
451,Rối loạn hệ miễn dịch có thể được phân thành hai loại chính: suy giảm miễn dịch và phản ứng quá mức của hệ miễn dịch.,Đúng,Đúng,Đúng,True,1.0,✅
452,Việc điều trị bệnh mạch vành chỉ được thực hiện bằng các thủ thuật tái tưới máu như phẫu thuật mà không cần điều trị nội khoa.,Sai,Sai,Sai,True,1.0,✅
453,Bệnh thoái hóa cơ tủy thể I (thể nặng) thường có tiên lượng tử vong do suy hô hấp và biến chứng ở độ tuổi 2 năm.,Đúng,Đúng,Đúng,True,1.0,✅
454,"Cúm mùa thường do các chủng cúm A, B đã lưu hành và không có biến chủng.",Đúng,Sai,Sai,False,0.0,❌
455,Chốc loét thường thấy ở những vùng da được nuôi dưỡng tốt như mặt và cổ.,Sai,Đúng,Đúng,False,0.0,❌
456,"Thoái hóa khớp có thể tiến triển nhanh chóng, gây ra vấn đề vận động nghiêm trọng, thậm chí dẫn đến tàn tật.",Đúng,Đúng,Đúng,True,1.0,✅
457,"Rối loạn trầm cảm và các rối loạn tâm thần khác có thể làm phức tạp quá trình mang thai, sinh đẻ và hậu sản.",Đúng,Đúng,Đúng,True,1.0,✅
458,Ho kéo dài là một trong 10 biểu hiện của bệnh tim mạch dễ nhầm lẫn với viêm phế quản.,Đúng,Đúng,Đúng,True,1.0,✅
459,"Bệnh đa dây thần kinh thường bắt đầu từ các dây thần kinh dài, ở xa, do đó triệu chứng thường bắt đầu ở bàn chân.",Đúng,Sai,Sai,False,0.0,❌
460,Trong trường hợp có nhiều bệnh cùng nguyên nhân khiến người bệnh vào viện thì bệnh ghi đầu tiên luôn là bệnh chính.,Sai,Sai,Sai,True,1.0,✅
461,Tăng nhãn áp có thể là một biến chứng do sử dụng thuốc.,Đúng,Đúng,Đúng,True,1.0,✅
462,Hội chứng ruột kích thích (IBS) và Viêm loét dạ dày là các bệnh tiêu hóa thường gặp.,Đúng,Đúng,Đúng,True,1.0,✅
463,Viêm loét dạ dày chỉ do vi khuẩn HP gây ra.,Sai,Sai,Sai,True,1.0,✅
464,"Chủng vi khuẩn gây bệnh chốc thường là tụ cầu vàng, hoặc phối hợp với liên cầu tan huyết nhóm A.",Đúng,Sai,Sai,False,0.0,❌
465,Bệnh võng mạc do ĐTĐ là một biến chứng mạch máu lớn (macrovascular) của bệnh ĐTĐ.,Sai,Đúng,Đúng,False,0.0,❌
466,"Trong chẩn đoán các vấn đề về tai (ví dụ: mất thính lực), nếu nguyên nhân gốc đã được xác định, mã bệnh chính không nên là mã H91.9 (nghe kém không xác định).",Đúng,Đúng,Đúng,True,1.0,✅
467,Bệnh nhân có dấu hiệu tâm thần nhẹ liên quan đến tuyến giáp thì không cần xét nghiệm máu.,Sai,Sai,Sai,True,1.0,✅
468,"Hen phế quản là bệnh viêm mạn tính gây tắc nghẽn đường thở do phù nề, tăng tiết đờm dãi, và co thắt cơ trơn phế quản.",Đúng,Đúng,Đúng,True,1.0,✅
469,"Viêm xương chũm mạn tính chỉ gây chảy mủ tai thối, không gây ra biến chứng nội sọ.",Sai,Sai,Sai,True,1.0,✅
470,Hạ đường huyết thường gặp ở bệnh nhân suy thượng thận cấp là do nguyên nhân tâm lý.,Sai,Đúng,Đúng,False,0.0,❌
471,Thiếu máu do bệnh mạn tính chỉ xảy ra ở người trẻ tuổi.,Sai,Sai,Sai,True,1.0,✅
472,Việc phát hiện sớm ung thư phổi ở giai đoạn sớm nhất có cơ hội điều trị thành công cao hơn so với giai đoạn cuối.,Đúng,Đúng,Đúng,True,1.0,✅
473,Ung thư tuyến tiền liệt là ung thư phổ biến nhất ở nam giới dưới 50 tuổi.,Sai,Đúng,Đúng,False,0.0,❌
474,Viêm tuyến mang tai do quai bị rất hiếm gặp viêm tinh hoàn ở tuổi dậy thì.,Sai,Sai,Sai,True,1.0,✅
475,"Tránh ăn đồ chiên xào, nhiều dầu mỡ và sô cô la có thể làm trầm trọng thêm triệu chứng ợ nóng.",Đúng,Đúng,Đúng,True,1.0,✅
476,Bệnh thoái hóa cơ tủy thể II thường không có khả năng ngồi độc lập.,Sai,Sai,Sai,True,1.0,✅
477,Ung thư phổi thường không có triệu chứng rõ ràng ở giai đoạn đầu.,Đúng,Đúng,Đúng,True,1.0,✅
478,Bệnh lý dây thần kinh ngoại biên chỉ xảy ra do các yếu tố chuyển hóa.,Sai,Sai,Sai,True,1.0,✅
479,Bệnh thần kinh ngoại biên phổ biến nhất là do lượng đường trong máu cao trong thời gian dài (tiểu đường).,Đúng,Đúng,Đúng,True,1.0,✅
480,Nhiễm trùng huyết là hình thái bệnh nặng nhất trong nhiễm khuẩn hậu sản.,Đúng,Sai,Sai,False,0.0,❌
481,Co giật không kiểm soát là một trong các yếu tố tiên lượng nặng đối với trẻ sơ sinh bị bệnh não thiếu oxy thiếu máu cục bộ (HIE).,Đúng,Đúng,Đúng,True,1.0,✅
482,Bệnh lý do nấm Cryptococcus neoformans thường gây nhiễm trùng hệ thần kinh hoặc phổi do nấm thích nghi tốt với nhiệt độ cơ thể người.,Đúng,Đúng,Đúng,True,1.0,✅
483,Cơn đau do viêm loét dạ dày thường trở nên nghiêm trọng hơn khi dạ dày rỗng.,Đúng,Đúng,Đúng,True,1.0,✅
484,Thoái hóa cơ tủy thể IV khởi phát ở trẻ lớn từ 15 tuổi trở xuống.,Sai,Sai,Sai,True,1.0,✅
485,"Bệnh ĐTĐ chỉ là yếu tố nguy cơ thứ yếu, không độc lập đối với bệnh tim mạch.",Sai,Sai,Sai,True,1.0,✅
486,"Trong bệnh lỵ trực khuẩn, phân thường loãng như nước vo gạo nhưng không có nhầy máu.",Sai,Đúng,Đúng,False,0.0,❌
487,"Tổn thương mắt như ngứa mắt, chảy nước mắt có thể là triệu chứng ít gặp của viêm đường hô hấp trên.",Đúng,Sai,Sai,False,0.0,❌
488,"Hội chứng HELLP là một biến chứng hậu sản được xác định bởi giảm tiểu cầu, tăng men gan và tăng huyết áp.",Đúng,Sai,Sai,False,0.0,❌
489,"Trong ung thư phổi, mệt mỏi có thể liên quan đến tế bào ung thư tiêu thụ năng lượng, rối loạn chuyển hóa và phản ứng viêm toàn thân.",Đúng,Đúng,Đúng,True,1.0,✅
490,Loét dạ dày do stress không liên quan đến rối loạn thần kinh thực vật.,Sai,Sai,Sai,True,1.0,✅
491,"Trong vài trường hợp, người bệnh tâm thần nhẹ liên quan đến tuyến giáp, xét nghiệm máu không cần thiết để loại trừ nguyên nhân này.",Sai,Đúng,Đúng,False,0.0,❌
492,Phẫu thuật thay khớp là phương pháp điều trị đầu tiên được áp dụng cho thoái hóa khớp.,Sai,Sai,Sai,True,1.0,✅
493,Một trong ba phương pháp điều trị cường giáp là liệu pháp điều trị phóng xạ bằng cách uống iod có gắn chất phóng xạ.,Đúng,Đúng,Đúng,True,1.0,✅
494,"Ở nam giới tuổi 20-50, hầu hết NTTNDT là viêm niệu đạo hoặc viêm tuyến tiền liệt.",Đúng,Đúng,Đúng,True,1.0,✅
495,"Viêm màng ngoài tim, viêm van tim, và viêm cơ tim không liên quan đến viêm khớp dạng thấp.",Sai,Sai,Sai,True,1.0,✅
496,Nhồi máu cơ tim cấp có thể gây tổn thương cơ tim vĩnh viễn và tử vong nếu lưu lượng máu không được phục hồi nhanh chóng.,Đúng,Đúng,Đúng,True,1.0,✅
497,Bệnh thoái hóa cơ tủy thể III thường cần sử dụng xe lăn ngay từ khi khởi bệnh.,Sai,Đúng,Đúng,False,0.0,❌
498,"Việc chẩn đoán co giật ở trẻ em chủ yếu dựa vào việc hỏi tiền sử sốt cao co giật, động kinh và chấn thương đầu.",Đúng,Sai,Sai,False,0.0,❌
499,"Trong bệnh lao phổi, một người bệnh không được phát hiện và điều trị có thể liên tục phát tán vi khuẩn lao suốt thời gian họ sống.",Đúng,Đúng,Đúng,True,1.0,✅
500,Việc điều trị bệnh mạch vành (CAD) chỉ được thực hiện bằng các thủ thuật tái tưới máu như phẫu thuật mà không cần điều trị nội khoa.,Sai,Sai,Sai,True,1.0,✅
501,"Ở giai đoạn sớm, ung thư đại trực tràng thường âm thầm, không có triệu chứng rõ ràng.",Đúng,Đúng,Đúng,True,1.0,✅
502,Các rối loạn thần kinh là nguyên nhân hàng đầu gây tàn tật về thể chất và nhận thức trên toàn cầu.,Đúng,Đúng,Đúng,True,1.0,✅
503,"Hút thuốc lá làm giảm khả năng hoạt động của cơ vòng dưới thực quản, từ đó làm trầm trọng thêm GERD.",Đúng,Đúng,Đúng,True,1.0,✅
504,"Đau thắt ngực, khó thở, buồn nôn, nôn, mồ hôi lạnh và mệt mỏi đột ngột là các triệu chứng của thiếu máu cục bộ trong nhồi máu cơ tim.",Đúng,Đúng,Đúng,True,1.0,✅
505,Hóa trị là phương pháp điều trị hiệu quả duy nhất cho ung thư đại tràng giai đoạn IV.,Sai,Sai,Sai,True,1.0,✅
506,"Rối loạn khí sắc lưỡng cực (Bipolar affective disorder) đặc trưng bởi sự luân phiên của các giai đoạn hưng cảm và trầm cảm, với sự phục hồi hoàn toàn giữa các giai đoạn.",Đúng,Sai,Sai,False,0.0,❌
